x,y
0.0,2.764052345967664
0.10101010101010101,1.6021774103874253
0.20202020202020202,2.3827783881461433
0.30303030303030304,3.8469538052620638
0.40404040404040403,3.6756387982307754
0.5050505050505051,1.0328231302245994
0.6060606060606061,3.162209629646801
0.7070707070707071,2.2627842058437166
0.8080808080808081,2.512942764368058
0.9090909090909091,3.228780320120191
1.0101010101010102,3.1642455913628984
1.1111111111111112,4.676495729185198
1.2121212121212122,4.185280149389418
1.3131313131313131,3.7479376427554545
1.4141414141414141,4.272146061028254
1.5151515151515151,4.363977357677297
1.6161616161616161,5.726402305480838
1.7171717171717171,4.229185170577633
1.8181818181818181,4.949431338014538
1.9191919191919191,3.9842880990821135
2.0202020202020203,2.487414224569962
2.121212121212121,5.896042837864603
2.2222222222222223,6.308880643303951
2.323232323232323,4.904299626058204
2.4242424242424243,8.118239472472457
2.525252525252525,4.596139375906286
2.6262626262626263,6.298283769826699
2.727272727272727,6.26736160451962
2.8282828282828283,8.189344870924113
2.929292929292929,8.327944628486144
3.0303030303030303,7.215553486302976
3.131313131313131,7.6407887822284355
3.2323232323232323,6.576860717016352
3.3333333333333335,5.68587019844274
3.4343434343434343,7.520774719360716
3.5353535353535355,8.227056039811051
3.6363636363636362,9.503017953454995
3.7373737373737375,9.677127323531884
3.8383838383838382,8.289440859359724
3.9393939393939394,8.576485128212543
4.040404040404041,8.03225511574099
4.141414141414141,7.862810345649307
4.242424242424242,7.778578294223472
4.343434343434343,11.637644082100476
4.444444444444445,9.379236707137236
4.545454545454545,9.652834789297904
4.646464646464646,9.040133932879366
4.747474747474747,11.272439850781405
4.848484848484849,9.083071849411745
4.94949494949495,10.68624961877593
5.05050505050505,10.205543539816425
5.151515151515151,11.689932800889565
5.252525252525253,10.994245367481632
5.353535353535354,10.526438522948295
5.454545454545454,11.880908680752253
5.555555555555555,12.539442981641528
5.656565656565657,12.37964853551448
5.757575757575758,12.817623412891297
5.858585858585858,12.082849623490752
5.959595959595959,12.55645075320478
6.0606060606060606,12.44875167343617
6.161616161616162,12.963679161691783
6.262626262626262,12.712106243208071
6.363636363636363,12.00099012494105
6.4646464646464645,14.106719071546681
6.565656565656566,13.72953219510487
6.666666666666667,12.703134986367289
6.767676767676767,14.998135790879308
6.8686868686868685,13.830075372990494
6.96969696969697,14.991339335190078
7.070707070707071,15.87050470359168
7.171717171717171,15.472417254191754
7.2727272727272725,16.684855229997847
7.373737373737374,14.512648927121095
7.474747474747475,16.351836590672498
7.575757575757575,15.466705060574835
7.6767676767676765,15.48273820435347
7.777777777777778,15.976705890791141
7.878787878787879,16.446023225448386
7.979797979797979,17.015761301825705
8.080808080808081,15.996466320832806
8.181818181818182,18.26446285059055
8.282828282828282,18.031319005387022
8.383838383838384,16.231433081399544
8.484848484848484,19.457949163492568
8.585858585858587,20.067606347747756
8.686868686868687,19.552516944897025
8.787878787878787,18.395832739945224
8.88888888888889,17.707025156267235
8.98989898989899,20.034249706729117
9.09090909090909,18.778641234845
9.191919191919192,20.60628345422081
9.292929292929292,19.794133563935446
9.393939393939394,20.764517824362503
9.494949494949495,20.34626538707339
9.595959595959595,20.89849236011114
9.696969696969697,20.404439414660214
9.797979797979798,22.38183008986543
9.8989898989899,20.92489189068342
10.0,21.401989363444702
