x,y,z
187.28562231388236,241.27112300687753,0
145.8067027155974,198.8586717486187,0
93.05161987527833,230.42547864347387,0
121.36788812126835,209.54529745437588,0
109.21881538964108,225.33930961823046,0
140.10061946519846,303.0178568988157,0
145.34223589136445,244.2352117533412,0
108.52253402693337,213.90805134358743,0
129.9617696460684,283.04847945331613,0
130.89535327123343,270.1048540088451,0
126.66109276875625,283.2039744926958,0
109.18739843070168,252.77843598286412,0
161.5225330337283,255.66900174468861,0
119.39033310406816,240.07072003607732,0
141.57490770521377,238.17505022896012,0
170.3742002483828,290.81922026146617,0
189.91132028564567,292.73750266546796,0
105.14474037142546,312.39513796230216,0
160.5056664619097,277.8118712286374,0
132.11051084267865,284.27790663114905,0
120.47806872353243,309.89846210755235,0
171.08345449319003,327.9561677748609,0
163.4593202314274,281.67651351882733,0
201.8083722095401,333.8841971495733,0
182.99086194023738,370.2157203041993,0
164.78712756083877,308.0736362627383,0
201.68087062050503,364.6209928153457,0
164.20387851910513,361.3711292945379,0
161.40044532601934,339.1744296290318,0
185.3261952456385,386.4236141431986,0
197.8753219285215,352.24213342005413,0
185.13272270542265,359.9233543568979,0
155.98794360810336,396.449358461711,0
211.30369067583572,391.3750810932334,0
156.08522618754097,400.3032587953239,0
192.81715947480228,374.67858107672873,0
174.57268291261704,352.79365672245905,0
195.2458178937686,332.2541345535108,0
250.7954479790225,398.57830844570896,0
222.61186964127256,349.2254854929539,0
174.12286553854827,441.2648919458291,0
228.1141140339817,379.93339694253774,0
239.9888848211491,372.17133002351494,0
223.2104128133504,386.19478013748807,0
261.7588562634995,379.9503434277459,0
245.05140820403835,384.32909713944514,0
257.39692497143346,368.5932897954053,0
209.04105675770967,321.4457970923225,0
265.295159266797,419.7980924990283,0
298.62799306501245,431.3614118148748,0
293.4153913571047,317.67155501094373,0
215.00492860061456,352.05012526918057,0
272.84993802688564,312.97576405469005,0
286.31849062966864,310.10085909620426,0
234.62252109508918,278.1463807359202,0
307.01435632868345,324.21131104227175,0
326.27737007749204,361.29149284105335,0
253.269349318834,300.62670821049505,0
307.42296434160744,394.9296896981089,0
273.96216982921953,348.29207867850954,0
311.0803089091439,328.481746146192,0
260.77610224506435,302.34845551392493,0
352.13784243174166,337.66592305772554,0
338.8464643918338,303.52082478092154,0
282.8303061233355,316.1909666010696,0
293.0304316459085,283.881353091095,0
329.9976980087082,273.69078554161706,0
335.9535726486042,234.60265062016197,0
330.4601410686711,245.47623627082774,0
346.23314333197305,262.33329134862464,0
384.69128197818577,225.3203796567019,0
355.1244031443843,264.83066510353905,0
385.5331847740629,253.37385164131484,0
355.2710697634577,253.63106855611204,0
351.1872282399791,197.15608206458802,0
365.40211686510344,279.7569609960426,0
417.8470049419169,183.11817521283672,0
390.43043490722926,211.21292865458804,0
424.48374836171644,215.02251867130252,0
373.0243506159699,211.5298329114429,0
392.1793083890236,198.81963721338303,0
470.51695624934575,181.369076798504,0
384.22898646168164,190.77686461122232,0
418.9947585747601,183.09461805712488,0
424.18545136696224,189.11141875511078,0
393.27257065939585,131.1294925642174,0
407.8680416407175,143.36431263012065,0
462.02835531251696,173.02816067361152,0
474.7941723657084,183.43654772544994,0
415.76840456984905,220.0340241961099,0
469.78813349445625,187.47271663635178,0
487.5527502201694,183.7470684807774,0
440.1843765455307,203.99937765586776,0
477.47262084510965,163.73686510958464,0
470.5418039007323,209.59520751054242,0
507.85541521509197,153.08651616307236,0
458.59233779656427,248.9905837194134,0
453.4425589893748,198.61767403946732,0
512.7279030036849,236.3694994907105,0
508.8095886557849,201.05269861545338,0
503.42285719606343,215.13559861506968,0
500.68234842917764,200.19804950578936,0
498.75753525116966,189.45911596383803,0
504.4454498422984,216.6989627151974,0
525.5317761640623,229.26604884546413,0
556.6139309710911,207.71394122253912,0
562.3767345960455,222.40650765835153,0
505.49174431043826,233.89881318300291,0
529.818711820366,248.52217247683126,0
538.3374174681871,285.22540981300097,0
552.5390663683773,265.7602929717151,0
565.1536073034802,243.8798666716276,0
528.7931782907614,212.18542618893167,0
565.9924849933469,277.3975953492129,0
579.949699358951,264.41448822618884,0
578.3163836067944,264.9093544760831,0
504.71993943551547,312.80280357578744,0
609.5232944428806,308.727211149892,0
571.4172888840922,299.7816800700796,0
607.2225706858657,303.75001936518146,0
589.0479245019544,340.0682654299661,0
602.340788439034,313.8728943804732,0
623.644389644292,337.8689049485995,0
623.982764943553,324.01674338653595,0
631.3058583474325,337.568648021575,0
653.9564965928281,347.4964898674506,0
654.937071798007,395.7081053775144,0
641.6915612200863,429.51200934293314,0
621.4615746080938,389.43810713061566,0
644.9026750602275,416.5445741090163,0
662.2176372736836,396.55607115662957,0
648.6647587679854,409.2706725839413,0
598.4998914837272,398.28961590110293,0
